lead_id,provider_id,q,distance_km,urgency,zone,reason
L00242,P0203,0.32655678732114596,6.4031242374328485,deadline,Z29,"q=0.33, 6.4km, priority lead"
L00242,P0121,0.3085942075418471,6.4031242374328485,deadline,Z29,"q=0.31, 6.4km, priority lead"
L00243,P0051,0.4595229546697174,0.0,none,Z06,"q=0.46, 0.0km"
L00243,P0039,0.4547346981325749,2.23606797749979,none,Z06,"q=0.45, 2.2km"
L00243,P0155,0.3324135664390193,2.0,none,Z06,"q=0.33, 2.0km"
L00272,P0196,0.6831826721043461,2.23606797749979,none,Z12,"q=0.68, 2.2km"
L00272,P0029,0.6341647871077019,3.605551275463989,none,Z12,"q=0.63, 3.6km"
L00272,P0046,0.5675686605338484,3.605551275463989,none,Z12,"q=0.57, 3.6km"
L00281,P0128,0.573405026653646,1.4142135623730951,none,Z17,"q=0.57, 1.4km"
L00281,P0028,0.539006167932853,0.0,none,Z17,"q=0.54, 0.0km"
L00281,P0033,0.3534487604676167,0.0,none,Z17,"q=0.35, 0.0km"
L00295,P0196,0.7542956304820353,0.0,deadline,Z11,"q=0.75, 0.0km, priority lead"
L00295,P0163,0.646672317743044,4.123105625617661,deadline,Z11,"q=0.65, 4.1km, priority lead"
L00295,P0187,0.5694543122350298,2.23606797749979,deadline,Z11,"q=0.57, 2.2km, priority lead"
L00301,P0169,0.8027433050710627,1.4142135623730951,deadline,Z02,"q=0.80, 1.4km, priority lead"
L00301,P0035,0.7927763247296273,0.0,deadline,Z02,"q=0.79, 0.0km, priority lead"
L00301,P0032,0.7244795936687298,2.23606797749979,deadline,Z02,"q=0.72, 2.2km, priority lead"
L00316,P0044,0.537326258686639,2.23606797749979,none,Z12,"q=0.54, 2.2km"
L00316,P0168,0.4954962485277272,2.23606797749979,none,Z12,"q=0.50, 2.2km"
L00316,P0185,0.375591953713701,3.605551275463989,none,Z12,"q=0.38, 3.6km"
L00331,P0111,0.8348766628103405,0.0,deadline,Z24,"q=0.83, 0.0km, priority lead"
L00331,P0104,0.7407415047562105,0.0,deadline,Z24,"q=0.74, 0.0km, priority lead"
L00331,P0105,0.6675698396560991,0.0,deadline,Z24,"q=0.67, 0.0km, priority lead"
L00425,P0173,0.14871667251292986,7.211102550927978,none,Z27,"q=0.15, 7.2km"
L00425,P0005,0.12930132640262787,3.605551275463989,none,Z27,"q=0.13, 3.6km"
L00425,P0160,0.102351307891744,9.899494936611665,none,Z27,"q=0.10, 9.9km"
L00439,P0037,0.6134046131533352,0.0,none,Z25,"q=0.61, 0.0km"
L00439,P0089,0.34588412072409747,0.0,none,Z25,"q=0.35, 0.0km"
L00439,P0005,0.1888946506440805,6.324555320336759,none,Z25,"q=0.19, 6.3km"
L00449,P0077,0.739837226382973,0.0,none,Z07,"q=0.74, 0.0km"
L00449,P0038,0.5580436052686967,3.0,none,Z07,"q=0.56, 3.0km"
L00449,P0095,0.4697934755896055,3.0,none,Z07,"q=0.47, 3.0km"
L00455,P0210,0.8778434628987373,0.0,none,Z08,"q=0.88, 0.0km"
L00455,P0208,0.7100424295990964,0.0,none,Z08,"q=0.71, 0.0km"
L00455,P0110,0.5684256433492437,2.0,none,Z08,"q=0.57, 2.0km"
L00464,P0205,0.7350054538194587,4.0,deadline,Z10,"q=0.74, 4.0km, priority lead"
L00464,P0210,0.7211727740169058,4.0,deadline,Z10,"q=0.72, 4.0km, priority lead"
L00464,P0093,0.3793430329658271,5.0990195135927845,deadline,Z10,"q=0.38, 5.1km, priority lead"
L00478,P0029,0.6014939689963023,5.830951894845301,none,Z11,"q=0.60, 5.8km"
L00478,P0000,0.5220140378273891,3.1622776601683795,none,Z11,"q=0.52, 3.2km"
L00478,P0068,0.46507617096733905,3.1622776601683795,none,Z11,"q=0.47, 3.2km"
L00499,P0099,0.47766061794964076,0.0,none,Z05,"q=0.48, 0.0km"
L00499,P0167,0.3580153021296132,2.0,none,Z05,"q=0.36, 2.0km"
L00499,P0022,0.2964019575020399,2.0,none,Z05,"q=0.30, 2.0km"
L00532,P0094,0.5525510910365086,0.0,deadline,Z27,"q=0.55, 0.0km, priority lead"
L00532,P0034,0.39337382956800093,0.0,deadline,Z27,"q=0.39, 0.0km, priority lead"
L00532,P0085,0.23239567641630945,7.211102550927978,deadline,Z27,"q=0.23, 7.2km, priority lead"
L00540,P0197,0.7244986315158446,0.0,none,Z04,"q=0.72, 0.0km"
L00540,P0119,0.6623917274200644,0.0,none,Z04,"q=0.66, 0.0km"
L00540,P0017,0.6245564971827129,0.0,none,Z04,"q=0.62, 0.0km"
L00547,P0196,0.7143154930032858,3.0,none,Z10,"q=0.71, 3.0km"
L00547,P0076,0.6708095526357293,0.0,none,Z10,"q=0.67, 0.0km"
L00547,P0168,0.5640802833545134,3.0,none,Z10,"q=0.56, 3.0km"
L00574,P0196,0.86638140928716,0.0,emergency,Z11,"q=0.87, 0.0km, priority lead"
L00574,P0198,0.8359133285470475,0.0,emergency,Z11,"q=0.84, 0.0km, priority lead"
L00574,P0168,0.7806642939428708,0.0,emergency,Z11,"q=0.78, 0.0km, priority lead"
L00584,P0099,0.7186255243131259,0.0,deadline,Z05,"q=0.72, 0.0km, priority lead"
L00584,P0167,0.6228613253547574,2.0,deadline,Z05,"q=0.62, 2.0km, priority lead"
L00584,P0112,0.5038613230065605,2.0,deadline,Z05,"q=0.50, 2.0km, priority lead"
L00602,P0076,0.7741675328622049,0.0,emergency,Z10,"q=0.77, 0.0km, priority lead"
L00602,P0198,0.7460305808928331,3.0,emergency,Z10,"q=0.75, 3.0km, priority lead"
L00602,P0065,0.5176753427816619,0.0,emergency,Z10,"q=0.52, 0.0km, priority lead"
L00650,P0212,0.8918067493602966,0.0,deadline,Z24,"q=0.89, 0.0km, priority lead"
L00650,P0070,0.7463016050099804,0.0,deadline,Z24,"q=0.75, 0.0km, priority lead"
L00650,P0172,0.7018561924904186,0.0,deadline,Z24,"q=0.70, 0.0km, priority lead"
L00652,P0078,0.5569955463094486,0.0,none,Z17,"q=0.56, 0.0km"
L00652,P0114,0.5440452719434469,2.23606797749979,none,Z17,"q=0.54, 2.2km"
L00652,P0133,0.3402918231942748,0.0,none,Z17,"q=0.34, 0.0km"
L00671,P0181,0.5011564169156119,3.605551275463989,none,Z02,"q=0.50, 3.6km"
L00671,P0064,0.3801474469866996,7.0710678118654755,none,Z02,"q=0.38, 7.1km"
L00671,P0177,0.36575560777473454,3.605551275463989,none,Z02,"q=0.37, 3.6km"
L00687,P0116,0.5746512031920729,1.4142135623730951,none,Z01,"q=0.57, 1.4km"
L00687,P0064,0.5451771672085141,7.211102550927978,none,Z01,"q=0.55, 7.2km"
L00687,P0093,0.3447800759147261,4.47213595499958,none,Z01,"q=0.34, 4.5km"
L00707,P0101,0.6714864376383362,2.0,none,Z05,"q=0.67, 2.0km"
L00707,P0167,0.5679795244915201,2.0,none,Z05,"q=0.57, 2.0km"
L00707,P0057,0.4177251907592008,0.0,none,Z05,"q=0.42, 0.0km"
L00716,P0078,0.7200162845979063,0.0,emergency,Z17,"q=0.72, 0.0km, priority lead"
L00716,P0114,0.6931264572122894,2.23606797749979,emergency,Z17,"q=0.69, 2.2km, priority lead"
L00716,P0028,0.6801727899896745,0.0,emergency,Z17,"q=0.68, 0.0km, priority lead"
L00718,P0119,0.8272553068276277,0.0,emergency,Z04,"q=0.83, 0.0km, priority lead"
L00718,P0073,0.7459319921351868,0.0,emergency,Z04,"q=0.75, 0.0km, priority lead"
L00718,P0215,0.5424008391649076,5.0990195135927845,emergency,Z04,"q=0.54, 5.1km, priority lead"
L00743,P0173,0.7238849695184355,0.0,none,Z22,"q=0.72, 0.0km"
L00743,P0109,0.5502905146666246,0.0,none,Z22,"q=0.55, 0.0km"
L00743,P0015,0.4208292389746333,5.0,none,Z22,"q=0.42, 5.0km"
L00756,P0073,0.6532883613122947,0.0,none,Z04,"q=0.65, 0.0km"
L00756,P0170,0.5800896634323851,0.0,none,Z04,"q=0.58, 0.0km"
L00756,P0025,0.3956481878532407,3.605551275463989,none,Z04,"q=0.40, 3.6km"
L00778,P0082,0.6667249147979849,0.0,deadline,Z05,"q=0.67, 0.0km, priority lead"
L00778,P0115,0.4716551608393827,1.4142135623730951,deadline,Z05,"q=0.47, 1.4km, priority lead"
L00778,P0131,0.4257589576520048,2.0,deadline,Z05,"q=0.43, 2.0km, priority lead"
L00793,P0160,0.5084849633698587,0.0,none,Z30,"q=0.51, 0.0km"
L00793,P0063,0.4493693023594728,0.0,none,Z30,"q=0.45, 0.0km"
L00793,P0207,0.42902517381657834,0.0,none,Z30,"q=0.43, 0.0km"
L00803,P0004,0.58358183688102,0.0,none,Z13,"q=0.58, 0.0km"
L00803,P0154,0.438293324653139,4.123105625617661,none,Z13,"q=0.44, 4.1km"
L00803,P0026,0.3695380202779465,0.0,none,Z13,"q=0.37, 0.0km"
L00816,P0117,0.8628612280622462,0.0,none,Z05,"q=0.86, 0.0km"
L00816,P0082,0.7737307584894085,0.0,none,Z05,"q=0.77, 0.0km"
L00816,P0051,0.5786878602183038,2.0,none,Z05,"q=0.58, 2.0km"
L00862,P0032,0.6946724734114927,0.0,emergency,Z03,"q=0.69, 0.0km, priority lead"
L00862,P0126,0.6564738377675119,0.0,emergency,Z03,"q=0.66, 0.0km, priority lead"
L00862,P0138,0.585037127366176,3.1622776601683795,emergency,Z03,"q=0.59, 3.2km, priority lead"
L00886,P0205,0.6790549120486158,0.0,none,Z08,"q=0.68, 0.0km"
L00886,P0208,0.6033889427837513,0.0,none,Z08,"q=0.60, 0.0km"
L00886,P0110,0.5127925468317568,2.0,none,Z08,"q=0.51, 2.0km"
L00890,P0218,0.7822789406904009,0.0,deadline,Z14,"q=0.78, 0.0km, priority lead"
L00890,P0072,0.7624678589950608,0.0,deadline,Z14,"q=0.76, 0.0km, priority lead"
L00890,P0120,0.7067813041943508,0.0,deadline,Z14,"q=0.71, 0.0km, priority lead"
L00895,P0091,0.40919983017066114,0.0,none,Z25,"q=0.41, 0.0km"
L00895,P0102,0.3409895513930615,0.0,none,Z25,"q=0.34, 0.0km"
L00895,P0165,0.3381699545406928,0.0,none,Z25,"q=0.34, 0.0km"
L00935,P0080,0.40243960710214205,4.47213595499958,none,Z27,"q=0.40, 4.5km"
L00935,P0176,0.3764277952116819,7.211102550927978,none,Z27,"q=0.38, 7.2km"
L00935,P0066,0.3582898196044277,4.123105625617661,none,Z27,"q=0.36, 4.1km"
L00939,P0164,0.7440465931212538,0.0,deadline,Z13,"q=0.74, 0.0km, priority lead"
L00939,P0218,0.6813381900605131,4.123105625617661,deadline,Z13,"q=0.68, 4.1km, priority lead"
L00939,P0163,0.6555204385401869,0.0,deadline,Z13,"q=0.66, 0.0km, priority lead"
L00993,P0055,0.7034512016907352,0.0,none,Z02,"q=0.70, 0.0km"
L00993,P0081,0.47545480021371556,6.082762530298219,none,Z02,"q=0.48, 6.1km"
L00993,P0103,0.38299688393472353,1.4142135623730951,none,Z02,"q=0.38, 1.4km"
L00994,P0180,0.6511547505575053,0.0,emergency,Z29,"q=0.65, 0.0km, priority lead"
L00994,P0023,0.5672468544570565,3.605551275463989,emergency,Z29,"q=0.57, 3.6km, priority lead"
L00994,P0178,0.5353478806880871,3.605551275463989,emergency,Z29,"q=0.54, 3.6km, priority lead"
L01019,P0205,0.764400763391323,3.605551275463989,deadline,Z07,"q=0.76, 3.6km, priority lead"
L01019,P0210,0.762389263832658,3.605551275463989,deadline,Z07,"q=0.76, 3.6km, priority lead"
L01019,P0096,0.37967817869177445,3.605551275463989,deadline,Z07,"q=0.38, 3.6km, priority lead"
L01025,P0194,0.758123852215248,0.0,deadline,Z29,"q=0.76, 0.0km, priority lead"
L01025,P0199,0.6066138228997351,0.0,deadline,Z29,"q=0.61, 0.0km, priority lead"
L01025,P0151,0.5629159590337084,5.0,deadline,Z29,"q=0.56, 5.0km, priority lead"
L01028,P0208,0.8095913023637159,0.0,deadline,Z08,"q=0.81, 0.0km, priority lead"
L01028,P0188,0.7985893589298233,0.0,deadline,Z08,"q=0.80, 0.0km, priority lead"
L01028,P0153,0.7209593388317785,2.0,deadline,Z08,"q=0.72, 2.0km, priority lead"
L01060,P0023,0.5416687794692417,4.123105625617661,none,Z27,"q=0.54, 4.1km"
L01060,P0034,0.5135605943476792,0.0,none,Z27,"q=0.51, 0.0km"
L01060,P0178,0.4754777160592648,4.123105625617661,none,Z27,"q=0.48, 4.1km"
L01066,P0114,0.5225255527340728,4.123105625617661,deadline,Z05,"q=0.52, 4.1km, priority lead"
L01066,P0115,0.5142611666976896,1.4142135623730951,deadline,Z05,"q=0.51, 1.4km, priority lead"
L01066,P0131,0.39142164767674764,2.0,deadline,Z05,"q=0.39, 2.0km, priority lead"
L01091,P0077,0.6386742749167819,0.0,none,Z07,"q=0.64, 0.0km"
L01091,P0151,0.5051341560041119,3.0,none,Z07,"q=0.51, 3.0km"
L01091,P0087,0.45664023709032314,3.605551275463989,none,Z07,"q=0.46, 3.6km"
L01110,P0125,0.8490594639140544,0.0,deadline,Z17,"q=0.85, 0.0km, priority lead"
L01110,P0181,0.8323153198439887,2.0,deadline,Z17,"q=0.83, 2.0km, priority lead"
L01110,P0177,0.7402807798546442,2.0,deadline,Z17,"q=0.74, 2.0km, priority lead"
L01111,P0134,0.6508765169117159,0.0,none,Z24,"q=0.65, 0.0km"
L01111,P0024,0.6277259355092761,0.0,none,Z24,"q=0.63, 0.0km"
L01111,P0061,0.48966966912533266,4.0,none,Z24,"q=0.49, 4.0km"
L01142,P0195,0.5720219909919616,0.0,none,Z03,"q=0.57, 0.0km"
L01142,P0044,0.4314099309593678,0.0,none,Z03,"q=0.43, 0.0km"
L01142,P0000,0.3868434382815625,0.0,none,Z03,"q=0.39, 0.0km"
L01160,P0206,0.7983657786772259,0.0,deadline,Z23,"q=0.80, 0.0km, priority lead"
L01160,P0012,0.781794715422754,0.0,deadline,Z23,"q=0.78, 0.0km, priority lead"
L01160,P0050,0.5097611614587549,0.0,deadline,Z23,"q=0.51, 0.0km, priority lead"
L01163,P0120,0.8260479587713734,0.0,none,Z14,"q=0.83, 0.0km"
L01163,P0113,0.8151868639541561,0.0,none,Z14,"q=0.82, 0.0km"
L01163,P0046,0.7681858234569005,0.0,none,Z14,"q=0.77, 0.0km"
L01171,P0075,0.8595937963131621,0.0,emergency,Z15,"q=0.86, 0.0km, priority lead"
L01171,P0182,0.8011880468693426,0.0,emergency,Z15,"q=0.80, 0.0km, priority lead"
L01171,P0054,0.7696541193366981,0.0,emergency,Z15,"q=0.77, 0.0km, priority lead"
L01183,P0150,0.4918957181261124,0.0,deadline,Z26,"q=0.49, 0.0km, priority lead"
L01183,P0145,0.47422993361835253,0.0,deadline,Z26,"q=0.47, 0.0km, priority lead"
L01183,P0036,0.2881832717291692,0.0,deadline,Z26,"q=0.29, 0.0km, priority lead"
L01193,P0058,0.7681766369197143,0.0,emergency,Z23,"q=0.77, 0.0km, priority lead"
L01193,P0214,0.7611874115834915,0.0,emergency,Z23,"q=0.76, 0.0km, priority lead"
L01193,P0111,0.692514636705792,4.0,emergency,Z23,"q=0.69, 4.0km, priority lead"
L01218,P0012,0.6433379362985148,0.0,none,Z23,"q=0.64, 0.0km"
L01218,P0206,0.6256360637770613,0.0,none,Z23,"q=0.63, 0.0km"
L01218,P0041,0.6232421746983943,0.0,none,Z23,"q=0.62, 0.0km"
L01233,P0137,0.7752109248976298,0.0,none,Z01,"q=0.78, 0.0km"
L01233,P0000,0.6452255988587735,2.23606797749979,none,Z01,"q=0.65, 2.2km"
L01233,P0103,0.6309826714035636,0.0,none,Z01,"q=0.63, 0.0km"
L01241,P0164,0.533760881579108,0.0,none,Z13,"q=0.53, 0.0km"
L01241,P0163,0.4913030848716585,0.0,none,Z13,"q=0.49, 0.0km"
L01241,P0062,0.35162117235696766,4.123105625617661,none,Z13,"q=0.35, 4.1km"
L01274,P0084,0.8172109091735079,0.0,deadline,Z19,"q=0.82, 0.0km, priority lead"
L01274,P0039,0.815259955296539,0.0,deadline,Z19,"q=0.82, 0.0km, priority lead"
L01274,P0051,0.6880112438357943,2.23606797749979,deadline,Z19,"q=0.69, 2.2km, priority lead"
L01282,P0072,0.8143978048784597,0.0,emergency,Z14,"q=0.81, 0.0km, priority lead"
L01282,P0218,0.8136831699794348,0.0,emergency,Z14,"q=0.81, 0.0km, priority lead"
L01282,P0030,0.6957498604414035,0.0,emergency,Z14,"q=0.70, 0.0km, priority lead"
L01288,P0120,0.826033207984315,0.0,none,Z14,"q=0.83, 0.0km"
L01288,P0113,0.815171850571994,0.0,none,Z14,"q=0.82, 0.0km"
L01288,P0003,0.668498577938149,0.0,none,Z14,"q=0.67, 0.0km"
L01307,P0020,0.7445605338721027,0.0,none,Z16,"q=0.74, 0.0km"
L01307,P0016,0.5916149293101747,0.0,none,Z16,"q=0.59, 0.0km"
L01307,P0179,0.5376082713928589,0.0,none,Z16,"q=0.54, 0.0km"
L01351,P0169,0.3574635189776325,3.605551275463989,none,Z05,"q=0.36, 3.6km"
L01351,P0157,0.3369422926224861,2.0,none,Z05,"q=0.34, 2.0km"
L01351,P0112,0.2885615980999572,2.0,none,Z05,"q=0.29, 2.0km"
L01376,P0071,0.5751145587657093,0.0,none,Z06,"q=0.58, 0.0km"
L01376,P0131,0.33324506697801165,2.8284271247461903,none,Z06,"q=0.33, 2.8km"
L01376,P0115,0.2608093689172692,3.1622776601683795,none,Z06,"q=0.26, 3.2km"
L01379,P0002,0.7473744383445483,0.0,none,Z20,"q=0.75, 0.0km"
L01379,P0155,0.6971439463645264,0.0,none,Z20,"q=0.70, 0.0km"
L01379,P0161,0.5325164947386161,0.0,none,Z20,"q=0.53, 0.0km"
L01387,P0098,0.5841598803469177,0.0,none,Z20,"q=0.58, 0.0km"
L01387,P0181,0.538698495154715,4.0,none,Z20,"q=0.54, 4.0km"
L01387,P0177,0.34638366392811826,4.0,none,Z20,"q=0.35, 4.0km"
L01400,P0091,0.4549905496948108,0.0,none,Z25,"q=0.45, 0.0km"
L01400,P0102,0.38410161393291553,0.0,none,Z25,"q=0.38, 0.0km"
L01400,P0100,0.29001808353266423,0.0,none,Z25,"q=0.29, 0.0km"
L01427,P0091,0.22473135734853616,6.324555320336759,emergency,Z26,"q=0.22, 6.3km, priority lead"
L01427,P0102,0.21821596161487083,6.324555320336759,emergency,Z26,"q=0.22, 6.3km, priority lead"
L01427,P0045,0.11006823789644876,11.180339887498949,emergency,Z26,"q=0.11, 11.2km, priority lead"
L01538,P0092,0.42307963439774343,0.0,none,Z26,"q=0.42, 0.0km"
L01538,P0124,0.4135014040328339,0.0,none,Z26,"q=0.41, 0.0km"
L01538,P0047,0.29468541287025507,3.605551275463989,none,Z26,"q=0.29, 3.6km"
L01565,P0059,0.6383150320180659,2.8284271247461903,deadline,Z28,"q=0.64, 2.8km, priority lead"
L01565,P0210,0.48798380662019825,7.0710678118654755,deadline,Z28,"q=0.49, 7.1km, priority lead"
L01565,P0005,0.2161730489533263,7.211102550927978,deadline,Z28,"q=0.22, 7.2km, priority lead"
L01576,P0158,0.7649871761575607,0.0,deadline,Z16,"q=0.76, 0.0km, priority lead"
L01576,P0010,0.7404879678648061,0.0,deadline,Z16,"q=0.74, 0.0km, priority lead"
L01576,P0028,0.6237670509418306,2.23606797749979,deadline,Z16,"q=0.62, 2.2km, priority lead"
L01619,P0054,0.8063665776796481,0.0,emergency,Z15,"q=0.81, 0.0km, priority lead"
L01619,P0069,0.8020076591217404,0.0,emergency,Z15,"q=0.80, 0.0km, priority lead"
L01619,P0108,0.7214379962452588,0.0,emergency,Z15,"q=0.72, 0.0km, priority lead"
L01648,P0017,0.6874477428122867,0.0,none,Z04,"q=0.69, 0.0km"
L01648,P0073,0.6139312751269654,0.0,none,Z04,"q=0.61, 0.0km"
L01648,P0035,0.43097003268861395,3.1622776601683795,none,Z04,"q=0.43, 3.2km"
L01669,P0195,0.7815130102614579,0.0,none,Z03,"q=0.78, 0.0km"
L01669,P0126,0.49251588097532717,0.0,none,Z03,"q=0.49, 0.0km"
L01669,P0032,0.4920443672323586,0.0,none,Z03,"q=0.49, 0.0km"
L01682,P0214,0.6605311353966515,4.123105625617661,deadline,Z22,"q=0.66, 4.1km, priority lead"
L01682,P0111,0.5753607234891822,5.0,deadline,Z22,"q=0.58, 5.0km, priority lead"
L01682,P0058,0.5489603500705503,4.123105625617661,deadline,Z22,"q=0.55, 4.1km, priority lead"
L01703,P0098,0.5567735671285888,2.23606797749979,none,Z19,"q=0.56, 2.2km"
L01703,P0170,0.40895670128700856,4.47213595499958,none,Z19,"q=0.41, 4.5km"
L01703,P0056,0.2494021371047737,3.0,none,Z19,"q=0.25, 3.0km"
L01728,P0092,0.6865622133217536,0.0,deadline,Z26,"q=0.69, 0.0km, priority lead"
L01728,P0102,0.49231286840191957,6.324555320336759,deadline,Z26,"q=0.49, 6.3km, priority lead"
L01728,P0018,0.4660503237742007,0.0,deadline,Z26,"q=0.47, 0.0km, priority lead"
L01759,P0038,0.44511327222854064,0.0,none,Z09,"q=0.45, 0.0km"
L01759,P0095,0.4315492734535249,0.0,none,Z09,"q=0.43, 0.0km"
L01759,P0153,0.3374826926621291,0.0,none,Z09,"q=0.34, 0.0km"
L01769,P0009,0.7650554741279268,2.23606797749979,emergency,Z12,"q=0.77, 2.2km, priority lead"
L01769,P0154,0.6102176508288831,3.605551275463989,emergency,Z12,"q=0.61, 3.6km, priority lead"
L01769,P0204,0.5598626992638415,3.605551275463989,emergency,Z12,"q=0.56, 3.6km, priority lead"
L01770,P0013,0.8056581618748615,0.0,deadline,Z23,"q=0.81, 0.0km, priority lead"
L01770,P0012,0.7701257035576359,0.0,deadline,Z23,"q=0.77, 0.0km, priority lead"
L01770,P0127,0.6937669020595489,0.0,deadline,Z23,"q=0.69, 0.0km, priority lead"
L01805,P0150,0.3503341898751874,3.605551275463989,none,Z27,"q=0.35, 3.6km"
L01805,P0005,0.3343838014109487,3.605551275463989,none,Z27,"q=0.33, 3.6km"
L01806,P0000,0.34529880054282286,2.23606797749979,none,Z12,"q=0.35, 2.2km"
L01806,P0052,0.28599477037684434,2.23606797749979,none,Z12,"q=0.29, 2.2km"
L01806,P0143,0.20572524721450203,2.8284271247461903,none,Z12,"q=0.21, 2.8km"
L01836,P0134,0.665965041267636,0.0,none,Z24,"q=0.67, 0.0km"
L01836,P0024,0.6432490395056449,0.0,none,Z24,"q=0.64, 0.0km"
L01836,P0049,0.5911307349616516,0.0,none,Z24,"q=0.59, 0.0km"
L01871,P0009,0.7042507403527664,2.23606797749979,deadline,Z12,"q=0.70, 2.2km, priority lead"
L01871,P0067,0.6307092249222107,0.0,deadline,Z12,"q=0.63, 0.0km, priority lead"
L01871,P0029,0.6242312809324928,3.605551275463989,deadline,Z12,"q=0.62, 3.6km, priority lead"
L01881,P0195,0.8151810185017565,0.0,none,Z03,"q=0.82, 0.0km"
L01881,P0009,0.7565173837814094,0.0,none,Z03,"q=0.76, 0.0km"
L01881,P0044,0.690011726566721,0.0,none,Z03,"q=0.69, 0.0km"
L01895,P0074,0.6670896082202157,0.0,none,Z21,"q=0.67, 0.0km"
L01895,P0059,0.6631775389796573,0.0,none,Z21,"q=0.66, 0.0km"
